ID, X, Y, Z
512808.44809, 0.460, 1.867, 7.498
512808.46812, 0.196, 2.116, 7.235
512808.48934, 0.570, 2.020, 7.359
512808.50805, 0.249, 1.876, 7.287
512808.52833, 0.450, 2.140, 7.948
512808.54934, 0.493, 2.250, 8.049
512808.56814, 0.244, 2.216, 8.451
512808.58821, 0.330, 2.346, 9.088
512808.60907, 0.436, 2.365, 9.615
512808.62782, 0.560, 2.657, 9.715
512808.64821, 0.498, 2.858, 9.265
512808.66863, 0.378, 2.667, 9.169
512808.68763, 0.445, 2.662, 9.595
512808.70738, 0.278, 2.753, 10.232
512808.72866, 0.354, 2.465, 10.433
512808.74752, 0.436, 2.590, 10.141
512808.76740, 0.359, 2.748, 9.773
512808.78839, 0.249, 2.710, 9.729
512808.80751, 0.129, 2.643, 10.381
512808.82742, -0.010, 2.159, 11.276
512808.84834, -0.163, 1.393, 11.640
512808.87028, -0.124, 1.062, 11.985
512808.88706, 0.086, 1.129, 10.697
512808.90825, 0.096, 1.331, 9.437
512808.92739, -0.192, 1.321, 9.298
512808.94714, -0.091, 1.350, 9.184
512808.97239, -0.086, 1.647, 8.719
512808.98705, -0.378, 1.594, 8.068
512809.00706, -0.029, 1.738, 8.197
512809.02836, -0.057, 1.536, 9.002
512809.04743, 0.254, 1.637, 9.322
512809.06831, 0.220, 1.814, 8.800
512809.08778, 0.345, 2.015, 8.006
512809.10683, 0.345, 2.197, 7.436
